Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.304,30.007,25.251,20.835,14.607,13.928,16.872,20.042,20.835,19.023,18.57,17.891,16.985,16.306,15.966,15.626,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,11.69,11.474,10.137,10.108
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.6,24.38,26.23,27.74,31.84,28.308,25.43,26.853,28.548,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.137,12.259,14.057,13.63,12.346,11.701
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.855,16.978,17.399,17.4,16.987,16.275,16.172,16.371,16.593,16.682,16.7,16.488,16.498,16.378,16.36,16.206,16.153,16.228,16.431,16.618,16.77,16.562,16.492,16.406,16.49,16.575,16.61,16.594,16.497,16.69,15.799,14.602,14.537
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.44,6.36,10.1,11.76,18.8,17.11,14.82,12.65,14.05,15,17.32,19.59,15.36,13.522,11.506,10.078,8.47,7.837,8.645,7.714,7.18,7.217,7.1,7.268,7.579,8.085,8.347,9.22,9.843,11.461,8.736,6.805,6.139
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.783,1.8,5.3,6.6,6.7,9.3,10.8,9.4,11.2,11.095,10.992,10.833,10.705,10.617,10.54,10.465,10.394,17.1,19.295,19.523,18.884,17.511,16.576,17.498,18.261,17.617,17.704,18.966,18.304,18.175,15.469,13.379,13.245
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.586,10.733,10.879,9.724,8.473,8.509,8.367,7.684,6.876,6.288,6.747,6.375,5.933,5.399,5.036,4.785,4.381,4.242,5.565,5.214,5.083,5.225,5.663,6.078,6.055,5.711,5.592,5.3,5.159,6.456,5.116,3.728,3.668
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.42,3.59,4.25,3.535,4.345,5.282,5.15,5.483,4.699,4.687,4.007,4.852,4.779,5.969,5.682,5.32,4.909,4.198,5.371,4.883,4.637,4.909,5.367,5.674,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.264
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,1.8,4.5,6.3,7.2,8.1,9.1,10,10.9,11.78,10.91,10.04,9.17,7.99,7.26,6.62,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96,5,5,4.9,5,7.24,6.04,5.65,5.636
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.17,14.81,12.72,13.83,10.83,11.46,9.76,7.65,7.45,7.12,6.87,9.05,10.84,10.2,10.2,7.54,7.88,8.18,14.25,14.432,14.52,14.02,16.18,13.8,12,12.7,9.8,10,9.336,12.027,11.032,9.272,8.643
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.051,0.971,0.884,1.009,1.047,1.182,1.129,1.117,1.115,1.083,1.12,1.139,1.128,1.065,1.021,1.021,1.006,1.014,1.07,1.13,1.21,1.2,1.182,1.141,1.16,1.192,1.194,1.2,1.223,1.781,1.541,1.326,1.154
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,2.234,2.311,2.371,2.441,2.51,2.698,2.893,3.087,3.27,3.61,3.966,4.32,4.314,4.25,3.591,4.017,4.492,5,3.379,3.736,4.071,4.426,4.416,4.396,4.35,4.372,4.407,4.441,5.436,5.327,4.593,4.454
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.323,22.94,24.54,22.98,19.66,14.71,14.61,12.4,10.61,9.35,9.85,10.32,11,9.57,9.08,8.73,7.41,8.12,10.02,10.69,11.19,11.59,11.55,12.17,9.803,8.247,8.622,8.322,8.412,9.777,9.433,8.365,7.878
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,3.1,8.5,12.8,17.7,24.4,17.1,14,12.8,12.224,11.609,10.908,10.215,9.452,8.728,8.024,7.38,6.698,6.1,6.045,6.022,5.946,5.937,5.902,5.881,5.844,5.648,4.763,4.165,4.049,3.9,3.574,3.461
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.984,6.702,8.078,9.645,9.337,9.483,8.95,9.322,8.649,6.586,6.178,6.91,7.68,7.363,8.44,8.246,7.459,6.976,7.908,8.293,7.14,7.542,8.425,8.523,8.482,7.83,7.09,5.941,5.364,5.545,6.248,5.57,5.528
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.69,9.697,9.78,11.1,12.48,13.82,12.68,14.31,12.84,10.836,9.07,10.04,10.343,10.584,10.91,9.39,8.51,8.18,8.328,8.416,8.43,8.379,8.349,8.244,7.578,7,6.596,7.896,9.053,10.784,10.322,8.763,8.267
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.64,1.51,1.495,1.455,1.305,1.246,1.099,1.048,0.949,0.864,0.765,0.69,0.747,0.79,0.86,0.889,0.902,0.894,0.949,1.04,2.647,2.406,2.099,1.872,1.82,1.784,1.659,1.41,1.214,1.502,1.779,1.685,1.657
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.385,1.397,1.433,1.413,1.404,1.392,1.393,1.4,1.4,1.66,1.9,1.853,1.8,2.49,3.1,3.13,3.7,3.842,3.96,3.32,3.23,2.05,2.87,2.63,2.45,2.705,3.016,3.35,2.72,5.03,4.803,5.947,3.126
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.934,3.031,3.05,3.08,2.661,2.373,2.08,2.121,2.303,2.447,2.636,2.613,2.664,2.622,2.603,2.577,2.616,2.603,2.973,2.608,2.255,2.066,2.437,2.021,3.111,3.498,3.655,3.519,3.682,7.903,5.089,3.552,3.024
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.55,18.5,19.454,20.383,21.078,21.725,22.378,23.295,24.284,25.187,26.289,27.312,28.447,29.276,30.227,31.11,28.984,23.405,24.068,27.312,27.582,28.01,27.49,27.517,27.695,25.408,20.527,18.4,15.692,15.868,14.897,12.657,10.668
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.82,16.326,18.759,21.2,21.394,21.593,21.048,20.86,18.236,15.88,18.54,21.268,23.8,21.758,19.847,17.782,16.998,16.328,16.169,17.86,18.054,17.952,18.203,18.514,18.93,19.329,19.664,19.681,20.094,21.017,23.106,23.615,23.381
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.894,7.086,6.03,6.578,7.092,8.035,9.003,10.15,11.125,10.889,10.649,10.641,11.168,10.072,10.551,9.692,9.28,8.268,9.419,8.422,7.578,7.251,7.071,6.755,8.538,11.58,12.792,12.329,11.936,13.697,13.158,9.231,7.947
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,4.711,4.806,4.892,4.982,5.035,5.186,5.347,5.434,5.459,5.499,5.575,5.663,5.786,5.931,5.997,6.091,6.216,6.411,6.455,6.442,6.482,6.655,6.862,7.726,8.574,9.316,8.7,6.6,7.409,4.905,5.191,5.183
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1,15.3,16.4,12.8,11.1,12.5,13.7,12.2,14.1,16.218,19.921,18.11,13.733,12.037,10.083,8.951,6.878,5.609,6.817,10.279,11.26,12.27,12.941,11.424,9.143,7.575,6.164,5.211,4.23,5.125,5.267,4.268,4.319
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.477,2.511,2.438,2.58,2.533,2.451,2.416,2.44,2.549,2.679,2.74,2.851,2.78,3.473,4,3.669,3.3,3.496,3.711,3.723,3.827,3.856,4.055,4.251,4.461,4.587,4.656,4.695,4.71,5.04,5.2,5.389,5.348
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.158,3.133,3.08,3.095,3.077,3.076,3.116,3.159,3.125,3.129,3.15,3.169,3.134,3.177,3.153,3.185,2.401,1.634,1.621,1.616,1.602,1.593,1.584,1.572,1.442,1.347,1.247,1.146,1.043,1.03,1.118,0.915,0.921
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.535,13.448,13.314,13.016,12.969,12.934,13.078,13.117,13.13,13.088,13.278,13.397,13.592,13.465,13.45,13.397,13.323,13.335,13.517,10.67,10.948,11.142,11.392,11.674,11.907,12.077,12.24,12.17,12.128,14.69,13.976,12.246,11.971
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.781,0.76,0.745,0.995,0.974,0.963,0.638,0.71,0.726,0.744,0.774,0.852,0.909,1.003,1.064,1.152,1.257,0.825,0.579,0.771,0.577,0.496,0.438,0.692,0.393,0.716,0.141,0.13,0.119,0.172,0.396,0.231,0.225
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.936,8.999,9.089,8.83,8.566,8.06,7.864,7.702,7.601,7.536,7.46,6.709,5.908,5.091,4.4,3.729,3.063,3.387,3.744,4.11,3.987,3.835,3.685,3.534,3.518,3.528,3.568,3.601,3.622,3.87,3.973,3.653,3.613
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.316,11.197,11.377,10.395,9.489,9.62,9.1,8.278,7.583,6.829,7.219,7.665,7.574,7.185,6.758,6.484,6.156,6.284,8.46,8.178,7.637,7.392,7.143,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279,5.415
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.334,5.455,5.521,5.551,5.51,5.488,5.449,5.421,5.411,5.362,5.405,5.437,5.433,5.352,5.314,5.235,5.191,5.139,5.202,5.291,5.281,5.243,5.243,5.326,5.477,5.491,5.534,5.517,5.607,6.196,6.375,5.956,5.877
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.674,0.664,0.7,0.709,0.749,0.703,0.732,0.727,0.752,0.79,0.787,0.769,0.732,0.685,0.678,0.724,0.834,0.906,0.906,0.878,0.905,0.9,0.948,0.933,0.974,1.047,1.116,1.135,1.084,1.707,1.548,1.096,1.074
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.861,6.316,7.299,7.46,7.2,7.125,6.912,6.498,6.121,5.551,5.232,5.507,5.842,6.047,6.028,5.762,5.414,5.478,6.874,7.225,7.457,8.264,8.82,8.571,8.178,7.715,7.12,6.571,6.408,6.863,6.875,6.147,6.187
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.23,4.35,4.49,5.87,4.7,7.414,7.136,7.307,11.158,10.491,10.39,10.168,9.765,10.162,9.34,9.024,8.427,9.285,11.313,8.278,7.277,6.562,6.074,6.483,6.313,6.673,7.257,7.623,7.493,10.934,9.281,8.249,9.013
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.37,2.37,2.69,2.9,3,3.12,3.23,3.24,3.25,3.26,3.8,4.24,4.58,4.49,4.52,4.43,4.35,4.59,4.72,4.53,4.55,4.58,4.6,4.63,4.65,4.56,4.47,4.31,4.56,5,4.55,4.98,4.67
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.12,9.44,7.8,8.25,8.72,11.81,12.14,15,20.06,20.52,15.04,14.481,13.221,13.717,11.062,11.091,11.204,11.273,12.066,11.153,10.288,9.959,9.246,8.799,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.594
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.805,4.532,4.576,4.57,4.681,4.781,4.564,4.617,4.546,4.398,4.377,4.369,4.559,4.571,4.522,4.473,4.46,4.398,4.348,4.248,4.207,4.17,4.118,4.119,4.121,4.104,4.03,3.942,3.934,4.471,4.394,3.816,3.776
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.267,3.36,3.433,3.389,3.276,3.153,3.166,3.188,3.22,3.234,3.239,3.17,3.053,2.975,2.948,3.174,3.403,3.627,3.88,4.096,4.315,4.485,4.468,4.436,4.439,4.521,4.601,4.618,4.591,5.345,5.28,4.522,4.484
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.917,19.92,19.985,20.232,20.192,20.033,19.886,19.895,20.11,19.87,19.877,19.664,19.871,19.886,19.796,19.587,19.894,19.94,19.833,19.345,19.464,19.512,19.827,19.691,19.978,20.223,20.611,20.701,20.392,22.198,21.96,20.108,19.898
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.37,3.93,3.95,4.05,5.18,6.16,5.68,5.33,5.9,5.08,6.051,6.396,6.654,6.445,6.749,5.926,4.557,4.934,7.824,7.171,9.518,9.11,8.218,8.499,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.325
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.603,6.7,5.866,5.041,4.1,4.043,3.973,4.1,4.415,4.816,5.167,5.474,5.805,5.883,5.999,6.009,6.272,6.379,6.571,6.618,7.135,7.223,4.255,3.285,2.579,1.896,3.272,2.85,2.401,2.584,2.63,2.306,2.27
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.14,10.914,10.794,10.45,10.108,9.68,9.71,11.392,13.559,16.064,15.822,15.053,13.924,13.664,12.598,11.13,9.909,8.53,9.202,11.62,13.678,15.935,17.251,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.086
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.311,8.778,9.261,8.801,8.27,7.61,7.1,6.23,6.26,5.45,4.08,3.31,2.33,1.854,1.95,1.913,1.788,1.583,1.67,2.5,3.18,3.46,3.29,2.7,2.4,2,1.7,1.7,1.705,2.24,2.116,1.82,1.719
